"_time",host,OldValue,NewValue
"2026-08-04T19:37:21.026-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\LastSignatureUpdateResult = 0x80072EE7","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\LastSignatureUpdateResult = 0x0"
"2026-08-04T19:37:21.025-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x87C67B51","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x47319398"
"2026-08-04T19:26:40.021-0500","WIN-11","Default\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender","HKLM\SOFTWARE\Microsoft\Windows Defender\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender"
"2026-08-04T19:26:40.021-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1","Default\ServiceStartStates = 0x0"
"2026-08-04T19:26:37.591-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = RefreshFeatureStatus","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = ServiceStartedSuccessfully"
"2026-08-04T19:26:36.957-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = DeviceControlServiceStartup","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = RefreshFeatureStatus"
"2026-08-04T19:26:36.344-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitDefenderServiceRpc","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = DeviceControlServiceStartup"
"2026-08-04T19:26:35.589-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitDefenderServiceRpc"
"2026-08-04T19:26:35.581-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x9C88737A","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x87C67B51"
"2026-08-04T19:24:42.686-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = RegistringUxToastLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine"
"2026-08-04T19:24:41.976-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitNiRtpPlugin","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = RegistringUxToastLibrary"
"2026-08-04T19:24:39.870-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitRtpPlugin","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitNiRtpPlugin"
"2026-08-04T19:24:37.114-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitEventConfig","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitRtpPlugin"
"2026-08-04T19:24:35.359-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitSpynetManager","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitEventConfig"
"2026-08-04T19:24:33.366-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitTPState","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitSpynetManager"
"2026-08-04T19:24:32.668-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitTPState"
"2026-08-04T19:24:32.667-0500","WIN-11","Default\ServiceStartStates = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1"
"2026-08-04T19:22:50.854-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitWppTracing","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate"
"2026-08-04T19:22:50.840-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x87C67B51","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x9C88737A"
"2026-08-04T19:22:50.083-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeMapsLatency","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitWppTracing"
"2026-08-04T19:22:49.461-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeMiscConfigLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeMapsLatency"
"2026-08-04T18:45:43.932-0500","WIN-11","Default\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender","HKLM\SOFTWARE\Microsoft\Windows Defender\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender"
"2026-08-04T18:45:43.932-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1","Default\ServiceStartStates = 0x0"
"2026-08-04T18:44:54.283-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\203 = 0x1",""
"2026-08-04T18:44:54.279-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = ServiceStartedSuccessfully"
"2026-08-04T18:44:54.278-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xF9EF483C","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x87C67B51"
"2026-08-04T18:44:44.195-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitNiRtpPlugin","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine"
"2026-08-04T18:44:43.677-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitNiRtpPlugin"
"2026-08-04T18:44:43.675-0500","WIN-11","Default\ServiceStartStates = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1"
"2026-08-04T18:44:37.375-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeMiscConfigLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate"
"2026-08-04T18:44:37.373-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xE2A14017","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xF9EF483C"
"2026-08-04T17:26:10.302-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\UX Configuration\ToastOrSsoTrigger = 0x1","HKLM\SOFTWARE\Microsoft\Windows Defender\UX Configuration\ToastOrSsoTrigger = 0x0"
"2026-08-04T17:25:15.843-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\LastSignatureUpdateResult = 0x8024402C","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\LastSignatureUpdateResult = 0x80072EE7"
"2026-08-04T17:25:15.074-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\LastSignatureUpdateResult = 0x80072EE7","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\LastSignatureUpdateResult = 0x8024402C"
"2026-08-04T17:15:09.525-0500","WIN-11","Default\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender","HKLM\SOFTWARE\Microsoft\Windows Defender\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender"
"2026-08-04T17:15:09.525-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1","Default\ServiceStartStates = 0x0"
"2026-08-04T17:14:21.561-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = ServiceStartedSuccessfully"
"2026-08-04T17:14:21.558-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xF9EF483C","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xE2A14017"
"2026-08-04T17:14:09.850-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitNiRtpPlugin","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine"
"2026-08-04T17:14:09.237-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitNiRtpPlugin"
"2026-08-04T17:14:09.236-0500","WIN-11","Default\ServiceStartStates = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1"
"2026-08-04T17:14:01.851-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = CheckingLowCostDevice","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate"
"2026-08-04T17:14:01.848-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xE2A14017","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xF9EF483C"
"2026-08-04T17:14:01.330-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeMiscConfigLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = CheckingLowCostDevice"
"2026-08-04T17:01:57.862-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\SpyNet\LastMAPSFailureTimeString = 2026-07-31T23:59:50Z","HKLM\SOFTWARE\Microsoft\Windows Defender\SpyNet\LastMAPSFailureTimeString = 2026-08-04T22:01:57Z"
"2026-08-04T17:01:49.061-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\LastSignatureUpdateResult = 0x8024402C","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\LastSignatureUpdateResult = 0x80072EE7"
"2026-08-04T17:01:48.193-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\LastSignatureUpdateResult = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\LastSignatureUpdateResult = 0x8024402C"
"2026-08-04T16:51:38.076-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = RefreshFeatureStatus","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = ServiceStartedSuccessfully"
"2026-08-04T16:51:38.075-0500","WIN-11","Default\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender","HKLM\SOFTWARE\Microsoft\Windows Defender\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender"
"2026-08-04T16:51:38.075-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1","Default\ServiceStartStates = 0x0"
"2026-08-04T16:51:34.534-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitSpyNetManagerPostRpc","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = RefreshFeatureStatus"
"2026-08-04T16:51:33.906-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitDlpEngineConfigStorageProvider","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitSpyNetManagerPostRpc"
"2026-08-04T16:51:33.330-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitDlpEngineConfigStorageProvider"
"2026-08-04T16:51:33.329-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xF9EF483C","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xE2A14017"
"2026-08-04T16:48:49.919-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = RegistringUxToastLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine"
"2026-08-04T16:48:49.293-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitNiRtpPlugin","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = RegistringUxToastLibrary"
"2026-08-04T16:48:41.279-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitRtpPlugin","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitNiRtpPlugin"
"2026-08-04T16:48:26.973-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitServiceCleanupManager","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitRtpPlugin"
"2026-08-04T16:48:26.441-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitEventConfig","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitServiceCleanupManager"
"2026-08-04T16:48:24.425-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitSpynetManager","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitEventConfig"
"2026-08-04T16:48:23.497-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitTPState","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitSpynetManager"
"2026-08-04T16:48:22.942-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitTPState"
"2026-08-04T16:48:04.803-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitWppTracing","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate"
"2026-08-04T16:48:04.134-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = AdjustPrivileges","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitWppTracing"
"2026-08-04T16:48:03.592-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeMapsLatency","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = AdjustPrivileges"
"2026-08-04T16:48:03.586-0500","WIN-11","Default\IsServiceRunning = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\IsServiceRunning = 0x1"
"2026-08-04T16:48:03.026-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeLogging","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeMapsLatency"
"2026-08-04T16:48:01.530-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeMiscConfigLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeLogging"
"2026-08-02T15:46:36.109-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeSignatureStatus","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate"
"2026-08-02T15:46:36.108-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xE2A14017","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xF9EF483C"
"2026-08-02T15:46:35.577-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeMiscConfigLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeSignatureStatus"
"2026-08-02T15:45:48.685-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = RtpPluginStop","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = CleanupNiRtpPlugin"
"2026-08-02T15:45:42.698-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = ShutdownRollbackManager","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = RtpPluginStop"
"2026-08-02T15:45:42.094-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = UninitializeServiceWppTracing","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = ShutdownRollbackManager"
"2026-08-02T15:45:41.278-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = CleanupCompleted","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = UninitializeServiceWppTracing"
"2026-08-02T15:19:05.412-0500","WIN-11","Default\UX Configuration\ToastOrSsoTrigger = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\UX Configuration\ToastOrSsoTrigger = 0x1"
"2026-08-02T15:05:57.937-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xF446A602","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xE2A14017"
"2026-08-02T14:39:47.321-0500","WIN-11","Default\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender","HKLM\SOFTWARE\Microsoft\Windows Defender\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender"
"2026-08-02T14:39:47.321-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1","Default\ServiceStartStates = 0x0"
"2026-08-02T14:39:29.967-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = RefreshFeatureStatus","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = ServiceStartedSuccessfully"
"2026-08-02T14:39:22.934-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = DeviceControlServiceStartup","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = RefreshFeatureStatus"
"2026-08-02T14:39:22.136-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = DeviceControlServiceStartup"
"2026-08-02T14:39:22.134-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xEF08AE29","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xF446A602"
"2026-08-02T14:38:49.657-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitNiRtpPlugin","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine"
"2026-08-02T14:38:48.680-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitRtpPlugin","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitNiRtpPlugin"
"2026-08-02T14:38:47.797-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitEventConfig","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitRtpPlugin"
"2026-08-02T14:38:47.089-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitTPState","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitEventConfig"
